,longitud,latitud,tipo
210,-99.0234,19.356279999999998,tiradero
211,-99.1762655,19.3566535,tiradero
212,-99.08828000000001,19.3579,tiradero
213,-99.14922,19.36785,tiradero
214,-99.06849,19.31834,tiradero
215,-99.04316999999999,19.317829999999997,tiradero
216,-99.013434,19.285198,tiradero
217,-99.037616,19.312792,tiradero
218,-99.12718000000001,19.37831,tiradero
219,-99.18233000000001,19.37745,tiradero
220,-99.18082,19.37559,tiradero
221,-99.11392,19.381729999999997,tiradero
222,-98.98501999999999,19.34221,tiradero
223,-99.10571999999999,19.33919,tiradero
224,-99.04926,19.340410000000002,tiradero
225,-99.10634,19.34114,tiradero
226,-99.06084190000001,19.332310999999997,tiradero
227,-99.09269990000001,19.33766,tiradero
228,-99.1972416,19.3807199,tiradero
229,-99.11223000000001,19.381520000000002,tiradero
230,-99.1672,19.38062,tiradero
231,-99.04406999999999,19.32658,tiradero
232,-99.05678,19.32336,tiradero
233,-99.06078000000001,19.34846,tiradero
234,-99.04385699999999,19.345619199999998,tiradero
235,-99.08033,19.346339999999998,tiradero
236,-99.14456,19.38644,tiradero
237,-99.12348,19.42511,tiradero
238,-99.11388000000001,19.34335,tiradero
239,-99.22743,19.34955,tiradero
240,-99.12720159999999,19.449522199999997,tiradero
241,-99.14594,19.45172,tiradero
242,-99.19521,19.454079999999998,tiradero
243,-99.17996,19.456220000000002,tiradero
244,-99.13781999999999,19.45662,tiradero
245,-99.1853704,19.4600045,tiradero
246,-99.1889559,19.4658132,tiradero
247,-99.1995837,19.4754567,tiradero
248,-99.2017105,19.4782678,tiradero
249,-99.1888896,19.490470000000002,tiradero
250,-99.1896,19.3861,tiradero
251,-99.08430770000001,19.390030300000003,tiradero
252,-99.17753,19.39089,tiradero
253,-99.06924000000001,19.39394,tiradero
254,-99.1988911,19.393957500000003,tiradero
255,-99.13895,19.39871,tiradero
256,-99.18773,19.40149,tiradero
257,-99.1885807,19.4019765,tiradero
258,-99.19706,19.40919,tiradero
259,-99.13289,19.411929999999998,tiradero
260,-99.13235999999999,19.41499,tiradero
261,-99.18264,19.415329999999997,tiradero
262,-99.06181,19.41889,tiradero
263,-99.16428,19.41894,tiradero
264,-99.0706488,19.4190435,tiradero
265,-99.10152540000001,19.422999,tiradero
266,-99.12924,19.42332,tiradero
267,-99.11976170000001,19.4278492,tiradero
268,-99.13519000000001,19.43326,tiradero
269,-99.13519000000001,19.43326,tiradero
270,-99.10572459999999,19.4335432,tiradero
271,-99.1197824,19.4350075,tiradero
272,-99.0887677,19.4396374,tiradero
273,-99.10489059999999,19.4407622,tiradero
274,-99.13076,19.44398,tiradero
275,-99.13388,19.44427,tiradero
276,-99.11710749999999,19.444385500000003,tiradero
277,-99.21435,19.444570000000002,tiradero
278,-99.12935999999999,19.446070000000002,tiradero
279,-99.1471442,19.446074600000003,tiradero
280,-99.13035,19.44719,tiradero
281,-99.12247990000002,19.449171399999997,tiradero
282,-99.1236,19.42434,tiradero
283,-99.03121970000001,19.1983326,tiradero
284,-98.98683199999999,19.226467,tiradero
285,-99.002915,19.269975,tiradero
286,-99.12286,19.3033,tiradero
287,-99.17073,19.31224,tiradero
288,-99.1576,19.31779,tiradero
289,-99.23292459999999,19.3272089,tiradero
290,-99.04267,19.331429999999997,tiradero
291,-99.2460193,19.331487,tiradero
292,-99.17356,19.333749899999997,tiradero
293,-99.07822,19.33426,tiradero
294,-99.08154990000001,19.33768,tiradero
295,-99.09546,19.35052,tiradero
296,-98.99984,19.3584,tiradero
297,-99.11289000000001,19.36283,tiradero
298,-99.07993,19.36721,tiradero
299,-99.16013000000001,19.36808,tiradero
300,-99.06562,19.373620000000003,tiradero
301,-99.18289,19.375239999999998,tiradero
302,-99.18842,19.378529999999998,tiradero
303,-99.15934,19.37963,tiradero
304,-99.10891600000001,19.381219899999998,tiradero
305,-99.16415,19.38664,tiradero
306,-99.194471,19.388638,tiradero
307,-99.07665870000001,19.392367899999996,tiradero
308,-99.0765,19.39249,tiradero
309,-99.08383,19.3937,tiradero
310,-99.2094813,19.395510100000003,tiradero
311,-99.17236,19.39723,tiradero
312,-99.18829000000001,19.40054,tiradero
313,-99.18799449999999,19.4010587,tiradero
314,-99.1917681,19.4023861,tiradero
315,-99.2015,19.40251,tiradero
316,-99.16893,19.4034799,tiradero
317,-99.15069,19.40684,tiradero
318,-99.19138000000001,19.4098,tiradero
319,-99.0570426,19.4139647,tiradero
320,-99.14369,19.41468,tiradero
321,-99.06434,19.415020000000002,tiradero
322,-99.15078000000001,19.41657,tiradero
323,-99.12631,19.427429999999998,tiradero
324,-99.12332109999998,19.431412100000003,tiradero
325,-99.1046804,19.4330885,tiradero
326,-99.13665999999999,19.44035,tiradero
327,-99.14794,19.44344,tiradero
328,-99.13695,19.44377,tiradero
329,-99.14356,19.4455,tiradero
330,-99.21735,19.4461,tiradero
331,-99.11947959999999,19.4461718,tiradero
332,-99.12784,19.44686,tiradero
333,-99.1471144,19.447094500000002,tiradero
334,-99.13701,19.44793,tiradero
335,-99.11792990000001,19.450500299999998,tiradero
336,-99.120203,19.4509959,tiradero
337,-99.1190737,19.4571199,tiradero
338,-99.1867968,19.4572215,tiradero
339,-99.15853,19.45971,tiradero
340,-99.1644289,19.4629432,tiradero
341,-99.1952345,19.4764471,tiradero
342,-99.17489880000001,19.4798418,tiradero
343,-99.0716073,19.185644699999997,tiradero
344,-99.027738,19.1923826,tiradero
345,-99.0792699,19.303420000000003,tiradero
346,-99.04263,19.31733,tiradero
347,-99.24104229999999,19.320595800000003,tiradero
348,-99.2444503,19.3217126,tiradero
349,-99.0689389,19.3345639,tiradero
350,-99.01035,19.33546,tiradero
351,-99.16745999999999,19.335539999999998,tiradero
352,-99.17643000000001,19.33784,tiradero
353,-99.04278000000001,19.34297,tiradero
354,-98.99055,19.34358,tiradero
355,-99.03359,19.344079999999998,tiradero
356,-99.1086,19.34421,tiradero
357,-99.08707,19.35335,tiradero
358,-99.00783,19.35548,tiradero
359,-99.00336999999999,19.35707,tiradero
360,-99.08828000000001,19.3579,tiradero
361,-99.19996,19.3651966,tiradero
362,-99.2160668,19.3656689,tiradero
363,-99.09287990000001,19.366310000000002,tiradero
364,-99.17089,19.37201,tiradero
365,-99.2123788,19.379447,tiradero
366,-99.19622199999999,19.480964,tiradero
367,-99.19734,19.399420000000003,tiradero
368,-99.12486,19.42981,tiradero
369,-99.10534,19.254360000000002,tiradero
370,-98.99542790000001,19.223079600000002,tiradero
371,-99.10405949999999,19.2601375,tiradero
372,-99.003231,19.265981,tiradero
373,-99.044439,19.292944,tiradero
374,-99.14154559999999,19.304102899999997,tiradero
375,-99.15998,19.30934,tiradero
376,-99.16118,19.30971,tiradero
377,-99.1626,19.3109,tiradero
378,-99.0733,19.31116,tiradero
379,-99.0571,19.31373,tiradero
380,-99.06921,19.31579,tiradero
381,-99.04346,19.324289999999998,tiradero
382,-99.1343595,19.3255424,tiradero
383,-99.13675,19.32989,tiradero
384,-99.13675,19.32989,tiradero
385,-99.1999432,19.3336544,tiradero
386,-99.0643,19.3347,tiradero
387,-99.03408,19.34382,tiradero
388,-99.03281,19.34404,tiradero
389,-99.06436,19.3442,tiradero
390,-99.10788000000001,19.34781,tiradero
391,-99.04978,19.35066,tiradero
392,-99.1003,19.353479999999998,tiradero
393,-99.06715,19.36635,tiradero
394,-99.0693814,19.3723986,tiradero
395,-99.0078,19.376739999999998,tiradero
396,-99.15771,19.38772,tiradero
397,-99.20227829999999,19.391002800000003,tiradero
398,-99.11333,19.39209,tiradero
399,-99.15835,19.39457,tiradero
400,-99.10783,19.39542,tiradero
401,-99.20106609999999,19.3966077,tiradero
402,-99.0588685,19.3967927,tiradero
403,-99.1903424,19.3974176,tiradero
404,-99.19655350000001,19.3980366,tiradero
405,-99.15942,19.39845,tiradero
406,-99.10606999999999,19.39895,tiradero
407,-99.17889,19.40054,tiradero
408,-99.07575,19.40059,tiradero
409,-99.16101,19.4011,tiradero
410,-99.1984599,19.4028336,tiradero
411,-99.15055,19.40546,tiradero
412,-99.14045,19.40748,tiradero
413,-99.14118,19.41456,tiradero
414,-99.15078000000001,19.41657,tiradero
415,-99.13632,19.41674,tiradero
416,-99.13266999999999,19.41696,tiradero
417,-99.14076999999999,19.417089999999998,tiradero
418,-99.119911,19.4178009,tiradero
419,-99.15294,19.424,tiradero
420,-99.13507,19.42766,tiradero
421,-99.10261159999999,19.4372504,tiradero
422,-99.13932,19.439329999999998,tiradero
423,-99.12618990000001,19.440179999999998,tiradero
424,-99.14595,19.44129,tiradero
425,-99.12886,19.44215,tiradero
426,-99.13276,19.44339,tiradero
427,-99.1306,19.44558,tiradero
428,-99.12935999999999,19.446070000000002,tiradero
429,-99.1213267,19.4462202,tiradero
430,-99.21999,19.44637,tiradero
431,-99.10468900000001,19.4476102,tiradero
432,-99.13235,19.44874,tiradero
433,-99.14133000000001,19.45109,tiradero
434,-99.18889,19.45766,tiradero
435,-99.20792,19.45834,tiradero
436,-99.18718,19.4591,tiradero
437,-99.19366,19.46128,tiradero
438,-99.14634649999999,19.4675155,tiradero
439,-99.2111397,19.472573399999998,tiradero
440,-99.1996745,19.4731542,tiradero
441,-99.2158551,19.4821504,tiradero
442,-99.20996550000001,19.4855555,tiradero
443,-99.1834958,19.492411699999998,tiradero
444,-99.1919581,19.496765600000003,tiradero
445,-99.2046196,19.5036525,tiradero
446,-99.10215,19.37827,tiradero
447,-99.09426459999999,19.2466002,tiradero
448,-99.1033747,19.2541574,tiradero
449,-98.99475600000001,19.284323,tiradero
450,-99.063991,19.287094,tiradero
451,-99.046639,19.29325,tiradero
452,-99.07428,19.30958,tiradero
453,-99.03437,19.309939,tiradero
454,-99.15887,19.312479999999997,tiradero
455,-99.04961,19.32135,tiradero
456,-99.15556,19.32848,tiradero
457,-99.1582933,19.333715100000003,tiradero
458,-99.06967,19.3347,tiradero
459,-99.19064699,19.34409003,tiradero
460,-98.99018000000001,19.34674,tiradero
461,-99.10037,19.353260000000002,tiradero
462,-98.99984,19.3584,tiradero
463,-98.99984,19.3584,tiradero
464,-99.08702,19.36032,tiradero
465,-99.1453,19.36192,tiradero
466,-99.14607,19.36319,tiradero
467,-99.20434449999999,19.365338100000002,tiradero
468,-99.16320999999999,19.36589,tiradero
469,-99.16320999999999,19.36589,tiradero
470,-99.13365999999999,19.36664,tiradero
471,-99.03995,19.3678199,tiradero
472,-99.18698,19.372629999999997,tiradero
473,-99.1772,19.37418,tiradero
474,-99.16238,19.37463,tiradero
475,-99.16136,19.37635,tiradero
476,-99.13422,19.37671,tiradero
477,-99.1998993,19.3817454,tiradero
478,-99.12243000000001,19.38564,tiradero
479,-99.04446999999999,19.38614,tiradero
480,-99.18741999999999,19.38723,tiradero
481,-99.16322,19.39059,tiradero
482,-99.14659,19.390810000000002,tiradero
483,-99.12956,19.39511,tiradero
484,-99.2095295,19.396831699999996,tiradero
485,-99.2017163,19.3968592,tiradero
486,-99.1955172,19.3980362,tiradero
487,-99.18773,19.40149,tiradero
488,-99.19846,19.40458,tiradero
489,-99.14644,19.40711,tiradero
490,-99.1473199,19.40878,tiradero
491,-99.14815,19.40971,tiradero
492,-99.14955,19.412329999999997,tiradero
493,-99.14479,19.41703,tiradero
494,-99.14052,19.42524,tiradero
495,-99.12688,19.426660000000002,tiradero
496,-99.11341540000001,19.4269213,tiradero
497,-99.15159,19.42953,tiradero
498,-99.12010040000001,19.430481600000004,tiradero
499,-99.1409,19.43417,tiradero
500,-99.12523,19.43938,tiradero
501,-99.12618990000001,19.440179999999998,tiradero
502,-99.085207,19.441639600000002,tiradero
503,-99.13084,19.44325,tiradero
504,-99.13388,19.44427,tiradero
505,-99.14024,19.44495,tiradero
506,-99.13513,19.44514,tiradero
507,-99.19832,19.445429999999998,tiradero
508,-99.14885,19.44557,tiradero
509,-99.15046,19.44588,tiradero
510,-99.12536999999999,19.44657,tiradero
511,-99.12764,19.44755,tiradero
512,-99.14288,19.447789999999998,tiradero
513,-99.1289199,19.44807,tiradero
514,-99.12247990000002,19.449171399999997,tiradero
515,-99.117192,19.4492349,tiradero
516,-99.14161,19.44955,tiradero
517,-99.15516,19.45496,tiradero
518,-99.1220673,19.4595266,tiradero
519,-99.1632518,19.471014399999998,tiradero
520,-99.1927929,19.478650299999998,tiradero
521,-99.000023,19.28089,tiradero
522,-99.17356,19.44429,tiradero
523,-99.14754,19.44434,tiradero
524,-99.1383667,19.4445907,tiradero
525,-99.11666679999999,19.4470353,tiradero
526,-99.14304,19.4475,tiradero
527,-99.15014000000001,19.447570000000002,tiradero
528,-99.14889790000001,19.448033,tiradero
529,-99.1223246,19.4489947,tiradero
530,-99.14726,19.44912,tiradero
531,-99.12571,19.44923,tiradero
532,-99.1299,19.45102,tiradero
533,-99.12512070000001,19.451192000000002,tiradero
534,-99.20389,19.451220000000003,tiradero
535,-99.14414000000001,19.46131,tiradero
536,-99.13193000000001,19.462670000000003,tiradero
537,-99.15804059999999,19.4432725,tiradero
538,-99.13526999999999,19.44275,tiradero
539,-99.12572,19.44292,tiradero
540,-99.14794,19.44344,tiradero
541,-99.1288,19.44315,tiradero
542,-99.14789,19.39985,tiradero
543,-99.1175082,19.4157539,tiradero
544,-99.15039,19.41947,tiradero
545,-99.13181999999999,19.418399899999997,tiradero
546,-99.14659,19.390810000000002,tiradero
547,-99.13541,19.39488,tiradero
548,-99.200224,19.387120899999996,tiradero
549,-99.14649,19.39817,tiradero
550,-99.17101,19.4427,tiradero
551,-99.12938,19.44046,tiradero
552,-99.1052481,19.4332153,tiradero
553,-99.16374,19.43852,tiradero
554,-99.1409,19.43417,tiradero
555,-99.1409,19.43417,tiradero
556,-99.1499,19.40576,tiradero
557,-99.06512,19.4076,tiradero
558,-99.10088,19.37323,tiradero
559,-99.11088000000001,19.368560000000002,tiradero
560,-99.05781,19.37361,tiradero
561,-99.2302696,19.3585506,tiradero
562,-99.2202703,19.3531287,tiradero
563,-99.16984620000001,19.3565504,tiradero
564,-99.06572,19.36205,tiradero
565,-99.1962241,19.3664943,tiradero
566,-99.15746,19.36668,tiradero
567,-99.1988695,19.365100199999997,tiradero
568,-99.1606677,19.3603198,tiradero
569,-99.17996,19.36461,tiradero
570,-99.15476,19.32206,tiradero
571,-99.07053,19.37854,tiradero
572,-99.07053,19.37854,tiradero
573,-99.05333,19.37417,tiradero
574,-99.11152,19.373639999999998,tiradero
575,-99.16467,19.37514,tiradero
576,-99.2033221,19.3821625,tiradero
577,-99.11555190000001,19.381788399999998,tiradero
578,-99.15442,19.38215,tiradero
579,-99.17342,19.3821,tiradero
580,-99.07798000000001,19.343870000000003,tiradero
581,-99.03944,19.32531,tiradero
582,-99.06463000000001,19.339560000000002,tiradero
583,-99.03281,19.34404,tiradero
584,-99.06084190000001,19.332310999999997,tiradero
585,-99.10342,19.33185,tiradero
586,-99.0825,19.33503,tiradero
587,-99.0566599,19.33284,tiradero
588,-99.14811,19.33559,tiradero
589,-99.04278000000001,19.34297,tiradero
590,-99.2020845,19.381716100000002,tiradero
591,-99.11357149999999,19.3816601,tiradero
592,-99.17466,19.38021,tiradero
593,-99.10319,19.32271,tiradero
594,-99.06939,19.32621,tiradero
595,-99.04786,19.32667,tiradero
596,-99.03469,19.325209899999997,tiradero
597,-99.13415,19.32816,tiradero
598,-99.0707,19.3255,tiradero
599,-99.08083,19.32907,tiradero
600,-99.01167,19.35015,tiradero
601,-99.01114,19.34753,tiradero
602,-99.11994,19.35053,tiradero
603,-99.01744000000001,19.3457,tiradero
604,-99.2195515,19.3502361,tiradero
605,-99.12443,19.43281,tiradero
606,-99.12416,19.3294,tiradero
607,-99.21094000000001,19.44947,tiradero
608,-99.15959000000001,19.45713,tiradero
609,-99.1648455,19.457285199999998,tiradero
610,-99.1839,19.4588,tiradero
611,-99.1628558,19.4623898,tiradero
612,-99.1644289,19.4629432,tiradero
613,-99.1627947,19.464325199999998,tiradero
614,-99.188975,19.468096499999998,tiradero
615,-99.18213670000002,19.486189399999997,tiradero
616,-99.17077890000002,19.3838325,tiradero
617,-99.15645,19.39077,tiradero
618,-99.20358409999999,19.3919142,tiradero
619,-99.20049449999999,19.3940839,tiradero
620,-99.15686,19.39591,tiradero
621,-99.15159,19.39819,tiradero
622,-99.15435,19.39821,tiradero
623,-99.16341,19.40111,tiradero
624,-99.14165,19.40523,tiradero
625,-99.12891,19.40561,tiradero
626,-99.13948,19.40842,tiradero
627,-99.1241035,19.413498899999997,tiradero
628,-99.0871025,19.416307500000002,tiradero
629,-99.17859059999999,19.418364800000003,tiradero
630,-99.08427629999998,19.4207633,tiradero
631,-99.14845,19.4213,tiradero
632,-99.12815,19.424589899999997,tiradero
633,-99.1098162,19.425349399999998,tiradero
634,-99.13726,19.42706,tiradero
635,-99.0975535,19.427631899999998,tiradero
636,-99.10172,19.4314568,tiradero
637,-99.1032615,19.432225199999998,tiradero
638,-99.11800629999999,19.432331100000003,tiradero
639,-99.10911329999999,19.4333919,tiradero
640,-99.1144436,19.4407154,tiradero
641,-99.131086,19.4407715,tiradero
642,-99.131661,19.442427,tiradero
643,-99.12299859999999,19.4436049,tiradero
644,-99.19278,19.44492,tiradero
645,-99.12935999999999,19.446070000000002,tiradero
646,-99.20095,19.44751,tiradero
647,-99.12409,19.43088,tiradero
648,-98.992308,19.289047,tiradero
649,-99.019409,19.290808,tiradero
650,-99.06166999999999,19.29256,tiradero
651,-99.06166999999999,19.29256,tiradero
652,-98.988421,19.295444,tiradero
653,-99.04643,19.32614,tiradero
654,-99.10634,19.34114,tiradero
655,-99.10634,19.34114,tiradero
656,-99.03817,19.34366,tiradero
657,-99.02094,19.3453,tiradero
658,-99.0778,19.3479,tiradero
659,-99.1697,19.35112,tiradero
660,-99.2209438,19.3530216,tiradero
661,-99.2385755,19.355928,tiradero
662,-99.298335,19.358685,tiradero
663,-99.07451999999999,19.363229999999998,tiradero
664,-99.167676,19.3663068,tiradero
665,-99.13703000000001,19.37079,tiradero
666,-99.13041,19.37282,tiradero
667,-99.03796,19.3766,tiradero
668,-99.16708,19.37811,tiradero
669,-99.17496,19.381120000000003,tiradero
670,-99.11021,19.38119,tiradero
671,-99.11357,19.38168,tiradero
672,-99.11477,19.381829999999997,tiradero
673,-99.14938000000001,19.38288,tiradero
674,-99.1922276,19.3837439,tiradero
675,-99.2123956,19.385662,tiradero
676,-99.14456,19.38644,tiradero
677,-99.2104918,19.391597100000002,tiradero
678,-99.12349,19.39615,tiradero
679,-99.08405,19.397270000000002,tiradero
680,-99.2049537,19.3972953,tiradero
681,-99.1615,19.39751,tiradero
682,-99.16268000000001,19.39902,tiradero
683,-99.16268000000001,19.39902,tiradero
684,-99.19145,19.400760000000002,tiradero
685,-99.16114,19.401239999999998,tiradero
686,-99.2063,19.40139,tiradero
687,-99.15639,19.40165,tiradero
688,-99.1617407,19.4022986,tiradero
689,-99.11881,19.40464,tiradero
690,-99.15055,19.40546,tiradero
691,-99.14188,19.409760000000002,tiradero
692,-99.14735,19.411089999999998,tiradero
693,-99.1635,19.41508,tiradero
694,-99.14908,19.41819,tiradero
695,-99.12504820000001,19.4254805,tiradero
696,-99.13089000000001,19.42633,tiradero
697,-99.16127,19.42674,tiradero
698,-99.13519000000001,19.43326,tiradero
699,-99.10785109999999,19.4339027,tiradero
700,-99.1164274,19.435602,tiradero
701,-99.1188374,19.4358692,tiradero
702,-99.15196999999999,19.43861,tiradero
703,-99.16974,19.44025,tiradero
704,-99.15268,19.44089,tiradero
